SAMPLE,EV1,EV37,GT011,GT023,GT195,GT211,GT271,GT310,GT575,GATA028,GATA053,GATA098,GATA417,GGAA520,TAA023,ZFX
NOR-03-08-08-26-32,163167,193193,119127,133143,161175,106122,116128,110126,152156,223223,266266,104108,000000,207215,095101,215245
NOR-03-08-08-27-32,163175,189193,119123,129129,161169,106118,116116,114114,152154,227227,262266,096108,000000,211223,098101,245245
NOR-91-B0-02,157171,197197,127129,125127,175175,112114,112012,110112,154156,207227,000000,096116,269269,000000,095104,212245
NOR-91-B0-10,163169,183199,127127,125129,169173,106124,118122,110112,146154,199219,262262,096108,261277,000000,086095,245245
NOR-91-B0-04,175175,183193,125129,127129,161161,106118,114116,112112,146152,227235,258262,104116,261265,000000,095095,212245
NOR-99-07-08-07-32,155163,183193,129129,121125,173175,118122,116116,112126,152152,223227,262270,108108,269285,203207,095101,245245
NOR-99-07-09-10-32,173173,183187,129131,129133,161175,112116,112116,112112,152154,227235,250262,104108,000000,211223,095095,245245
NOR-99-07-09-14-32,159175,185197,125131,000000,161171,120120,114116,114126,000000,223227,246262,096100,000000,211219,086101,245245
NOR-99-07-15-15-32,157169,181195,125127,123127,173179,112116,114116,112126,146152,223231,246262,104104,225289,211223,095095,245245
NOR-99-07-15-17-33,157171,187193,123129,123129,161161,116120,116116,110112,152158,000000,000000,100108,000000,215219,086095,245245
NOR-99-07-24-18-32,155175,191191,125127,127133,161171,120120,114114,110112,152152,231235,266270,096108,213261,211219,095095,245245
F09001,157169,187193,119129,123127,161161,116118,114116,110112,146154,191211,246266,104116,269281,217223,095095,245245
F09002,169171,189193,117119,127131,161169,118120,114122,114122,154160,207227,260270,104104,273285,207227,086101,245245
F09003,169169,191193,129131,125129,161171,116120,116122,110112,146154,211223,262270,096108,273281,223223,095101,212245
F09004,157169,179181,125131,125133,171179,116122,118122,110112,150158,207211,266266,096108,229269,203211,095095,245245
F09005,163171,191193,129131,127133,173173,114116,116116,110126,152154,227227,262262,100116,209269,000000,086095,245245
F09006,000000,191197,123129,127129,167173,106112,116118,110112,150154,191227,246246,096104,217277,207215,000000,245245
F09007,163169,183183,123129,125127,169173,116118,116116,112124,154154,227227,246270,096108,213213,209211,092095,212245
F09008,157157,191197,125131,129129,161175,106122,114116,110130,154154,207219,258262,104104,261285,215227,095095,245245
F09009,157157,193193,117123,129129,161171,118120,120128,110110,154160,211215,246262,096108,269281,207215,101101,245245
F09010,157163,183199,127127,125129,173177,114116,116116,112126,146146,215223,246266,104108,225237,201219,086095,212245
F09011,157175,197199,117119,129135,161173,116116,114118,112126,146154,203231,246270,108108,269269,000000,000000,212245
F09012,157171,193201,123127,129133,169169,120120,116116,112126,154154,215235,246246,104104,269269,209211,095098,245245
F09013,157169,183191,117131,129129,161167,112120,114120,110120,150152,199235,246250,100108,269277,203215,092098,212245
F09014,163169,193197,127131,131133,171175,106120,000000,110126,154154,191227,246270,096096,269285,207219,086086,212245
F09015,163163,187197,117127,129129,161175,116120,000000,112126,156158,211235,246266,104112,269269,000000,000000,245245
F09016,000000,000000,117127,125125,175179,106120,000000,112112,154158,211227,246246,000000,221225,000000,000000,245245
F09017,159169,181193,117127,123127,169169,112120,000000,110112,154156,203223,260262,096104,269285,000000,086086,212245
F09018,143157,181193,123129,129129,171179,112120,000000,112124,154154,207207,246246,096104,265277,000000,095101,245245
F09019,157163,195197,117127,127129,171173,106112,116118,112126,152154,199215,246246,096108,217225,201227,095095,245245
F09020,163175,193197,129129,125127,161169,114118,116120,106112,152158,203231,246250,112116,229269,215215,086095,212245
F09021,159169,187193,117119,129143,161173,112122,116116,112122,152154,223227,246246,104108,269269,205205,086101,245245
F09022,157169,193207,125129,129133,161161,108116,116118,110126,152154,207231,246260,096108,269269,209231,086095,212245
F09023,157157,191191,117123,123129,171173,114114,116116,110112,146152,231235,260260,096104,277285,215223,000000,212245
F09024,157173,183193,119131,129135,000000,116116,000000,110112,152156,223231,250266,108108,269289,211223,000000,245245
F09025,163173,187193,123129,125125,000000,120120,116118,112112,154158,207227,246246,096104,221261,000000,086092,212245
F09026,155169,187191,119125,129129,171175,118126,116128,106112,152160,219239,246246,100108,277285,201219,095104,245245
F09027,159165,181195,117127,129129,000000,112120,000000,110112,152158,211215,260260,100112,269277,000000,098101,212245
F09028,157169,183197,123129,125129,161171,110116,114120,122126,152154,191227,246246,100104,261261,000000,000000,212245
F09029,159163,195197,119127,127129,173175,106120,000000,110126,154160,191219,246260,104108,269273,000000,095095,245245
F09030,155163,197199,123129,129129,171171,120120,000000,112126,152152,211235,246246,096100,261273,000000,086104,212245
F09031,157157,193193,127129,125125,175179,116120,114116,110112,152158,207227,246262,096104,237269,000000,000000,245245
F09032,157171,187197,127131,127131,175179,116122,116116,110112,152154,223227,262262,100104,261269,211215,098101,245245
F09033,157169,187191,125129,123129,000000,106120,114128,110112,146154,227227,246262,100100,265281,219223,000000,245245
F09034,165169,193197,125127,125129,173177,118120,108116,110112,152152,219239,246246,096108,265273,203215,086086,245245
F09035,157173,187195,117129,125133,171173,120122,116118,110112,154158,219227,260266,096104,217265,211223,086095,245245
F09036,159169,183187,123127,127129,000000,118120,000000,112112,146152,191223,246260,108112,213269,000000,086095,245245
F09037,157159,183199,125127,129143,161163,118120,116116,112120,154156,191207,250262,096108,225273,211215,000000,212245
F09038,157157,197199,131131,125127,163171,108116,114116,110112,146154,227235,260262,096096,273281,000000,095101,245245
F09039,000000,187211,117131,123125,161173,120120,000000,120122,154154,219227,266270,096108,217281,000000,086101,212245
F09040,157165,195197,127129,127133,169173,116120,114114,110120,150154,203207,262274,096112,273285,000000,095098,245245
F09041,163165,183193,119127,127129,169173,114114,000000,112112,152154,207235,262270,100108,241269,000000,098101,212245
F09042,157169,183197,125129,125129,000000,116118,114116,110110,154158,207215,246266,096100,209281,000000,000000,212245
F09043,157169,191197,129133,127129,171173,120120,116116,112126,152160,191227,246246,100116,237261,205211,095101,212245
F09044,157169,193197,127129,123127,173175,112116,108118,112114,152160,207211,246270,104112,269273,207215,095098,212245
F09045,157157,193195,119129,121133,161173,114116,114120,126126,146154,211223,246262,096104,225273,211223,095104,245245
F09046,169171,183187,125129,109121,161173,112120,114122,110124,152160,191227,246246,108108,269273,219223,104104,212245
F09047,161165,197211,123129,123131,171173,118120,000000,112126,154158,207223,246260,100112,217285,000000,000000,212245
F09048,157169,191197,119127,125129,000000,118120,000000,110112,154158,191219,246270,104104,265273,000000,086098,245245
F09049,163169,197197,119129,123133,161175,116122,116116,126126,154154,231235,246270,096108,269289,000000,095101,212245
F09050,157159,199199,125131,129141,161175,106108,000000,126126,146154,207227,246262,096116,225265,205211,086086,212245
F09051,159163,191197,125127,129129,169177,112114,000000,110112,146158,207215,246266,096104,269273,000000,000000,212245
F09052,157171,193193,117131,127129,173177,112120,114116,110126,156160,191207,246266,096108,269277,000000,000000,212245
F09053,157171,183199,127127,129131,000000,116120,116118,114120,154154,207231,246246,096100,269269,000000,000000,212245
F09054,157169,183193,117117,125133,173173,112120,116116,112126,152156,227231,246246,100100,281285,205219,086098,245245
F09055,159163,193197,125129,127127,161171,120122,114116,112126,152152,227231,260266,100108,225269,205215,086104,212245
F09056,157175,195199,119125,133133,161173,106120,114118,110110,154158,223227,246250,104108,213269,203223,086095,245245
F09057,157163,197199,127129,109143,161175,116120,114118,110112,152154,219227,262266,104112,265273,219219,000000,212245
F09058,169171,193195,119129,125125,173177,112120,114116,110112,152154,215227,246250,100108,269269,201227,000000,245245
F09059,157159,183201,123127,121127,171175,114120,116116,112124,152152,191223,262262,096104,269281,211215,095095,212245
F09060,157157,183193,129131,127129,161175,114116,120122,114126,146152,223235,246262,100104,225265,205207,086092,212245
F09061,163169,183199,117131,109127,161171,120120,114114,112112,154158,195227,246266,092104,269269,215219,095101,245245
F09062,157157,183197,129129,123129,171171,112120,114116,112112,154158,231239,246246,100104,265285,203219,000000,212245
F09063,165169,187195,125131,109121,161175,106118,116116,112124,154158,203227,246246,104112,225265,227231,095101,245245
F09064,157169,181195,125127,125129,173175,116120,000000,112112,146168,223227,246266,096096,229261,000000,000000,212245
F09065,157163,193199,117129,123125,171179,114120,118120,110110,154154,207219,246258,108108,213257,215223,000000,245245
F09066,157163,191193,127127,129133,161173,106120,116116,110112,146154,211223,246262,096104,225265,000000,000000,245245
F09067,169169,183193,117127,129129,169173,112120,114116,110112,154160,191203,266270,108108,269269,211211,095101,212245
F09068,157157,193193,125127,127129,169171,120120,116116,112114,152154,203231,246270,104108,221269,207211,000000,245245
F09069,171173,187193,129129,125127,171179,106120,114118,110112,152154,211231,246262,108108,233269,219219,086095,245245
F09070,157169,187191,117127,125125,171173,112124,114116,112112,146156,203227,260266,100104,233269,215215,086095,245245
F09071,157157,191193,125127,129131,167173,118120,116128,112112,156158,219235,262270,096104,209265,000000,000000,212245
F09072,157169,191193,117129,123141,173173,112116,116120,110112,154154,199227,246246,096108,277281,211217,000000,245245
F09073,169171,187193,117129,127129,161167,116120,116118,112114,152168,207215,270270,096100,213265,207211,086086,212245
F09074,157177,195197,119127,129133,161171,120120,000000,112112,152160,207227,246246,096104,225269,000000,000000,245245
F09075,165169,187197,117123,123127,161173,112120,118128,112126,154154,207227,246246,096104,229265,000000,000000,245245
F09076,157171,191197,117119,127133,169171,120122,114114,112124,150154,211223,260266,104108,265277,205207,000000,212245
F09077,163173,193193,123127,123125,171171,106120,112116,112126,152154,207219,266266,096104,221269,000000,000000,212245
F09078,165171,185197,129129,125133,161161,106120,118120,124124,152154,227231,246246,096108,277281,000000,095095,212245
F09079,163175,197197,127129,129129,173173,116120,000000,112122,152152,231231,246270,100104,269285,209231,000000,212245
F09080,163165,183193,119127,127129,161171,118120,116116,112112,154158,191215,246246,108112,213277,207207,095101,245245
F09081,157169,193193,117117,127133,173177,106116,114116,112124,154154,219227,260266,096104,217281,223223,000000,245245
F09082,157169,187195,117119,129133,175179,116120,116116,112122,152154,227231,246266,104108,277281,215219,095095,212245
F09083,157163,197197,127129,125129,161161,116116,116120,110124,152154,203227,258262,100104,229277,223227,000000,245245
F09084,157159,187197,117127,129133,161175,114116,114114,110110,152154,227235,246246,100104,229261,207215,086098,245245
F09085,157171,193195,127131,125135,161161,106112,000000,112112,154154,207223,260266,100104,265269,205215,098101,212245
F09086,169171,193197,117123,127133,171173,112116,000000,110112,152154,223239,246246,104108,273277,000000,095104,212245
F09087,157163,191197,125127,121123,000000,112120,000000,110120,154156,219235,246270,104108,265265,205211,095098,245245
F09088,157159,183183,117127,121129,169173,106114,000000,110112,152160,191227,246262,096108,217269,000000,095098,245245
F09089,157163,193197,127131,109121,171179,106116,114116,110112,152154,000000,266270,100108,233269,215227,092095,212245
F09090,157157,193197,127129,123123,000000,108120,000000,110120,154156,207223,260266,096108,225277,000000,098101,245245
F09091,157163,193193,127131,127129,161175,120120,114118,106112,154156,199219,262262,100100,269277,201223,000000,245245
F09092,157159,183193,123129,127129,173177,108120,116118,112112,152154,219223,246262,096100,265273,211223,095095,212245
F09093,157163,187191,127127,129129,169173,106114,000000,112112,152154,207227,246260,096104,273285,205207,095095,212245
F09094,145157,195197,125129,129097,169175,106120,114116,110112,152154,207231,246258,100100,217285,211227,086095,212245
F09095,171175,181191,123125,127127,173175,110124,000000,112120,152152,199223,246262,104104,229273,207227,086101,245245
F09096,163169,191195,125125,123127,161173,120120,116118,112124,156158,207227,246262,096112,265281,211215,086098,212245
F09097,157157,191193,117127,129129,173175,106120,122122,124124,146156,207223,246260,096104,213281,207207,095104,245245
F09098,169175,193197,125125,127129,173173,112112,000000,112128,000000,215227,262270,104108,221225,207215,095095,212245
F09099,163163,193199,117127,127129,171173,120122,116116,110112,154158,207211,246266,104108,273285,000000,092101,245245
F09100,157157,183193,129129,141141,171173,112120,000000,126126,146154,207227,246270,104112,265265,207211,095101,212245
F09101,169175,183197,125129,129129,173173,106114,000000,112126,154154,215227,246262,100108,273281,209211,095095,212245
F09102,157163,193195,125129,125129,171173,106116,112116,110124,152152,207231,246262,100112,261265,219223,101104,212245
F09103,157173,195201,117129,127143,171171,114114,114116,112126,152152,219227,260266,100104,273277,205219,095098,245245
F09104,157171,193197,125131,125133,161173,112122,116116,112122,152160,215219,246262,096100,265269,201219,086098,212245
F09105,157169,193193,117129,121133,169179,120120,000000,112120,154154,211223,246246,104112,261269,213223,095095,212245
F09106,157157,191193,123127,127133,173175,116120,108108,112124,152154,207235,246270,104104,265273,219223,086095,245245
F09107,157171,191193,119127,125133,171175,110120,118118,106112,152154,223223,246250,100104,229269,219227,101104,212245
F09108,169173,183191,127129,129133,173173,116122,000000,112112,152152,211219,246260,104104,273297,211223,095104,212245
F09109,157163,183193,129131,129133,171175,112116,116116,110124,152154,219231,260270,100104,225269,223223,086098,212245
F09110,157163,183193,127127,125127,169177,114116,118118,110126,160160,207207,246266,096120,225229,203217,095101,212245
F09111,163171,187191,127131,127133,161173,116120,114116,126126,146152,207211,246246,096116,269269,207211,086095,245245
F09112,155169,193181,117129,125127,161171,116120,118118,124126,152154,223227,246262,104116,273285,205207,095101,212245
F09113,163169,193193,127131,123127,173173,112116,114114,110110,152154,207231,246246,096108,269273,207219,092101,212245
F09114,157157,187191,117125,127127,169173,112116,108114,112112,150154,231231,262270,104108,265269,203203,086086,245245
F09115,143171,191197,119123,127129,171177,106106,116116,126126,152156,203207,246262,096104,213281,203205,095101,212245
F09116,145169,183187,119127,125129,171175,116120,108114,112124,154158,223227,246246,096096,225285,211231,095095,212245
F09117,159169,187197,125129,127133,161175,110116,000000,110112,154154,207215,250266,096104,289289,000000,095095,245245
F09118,157167,183197,127129,127129,167175,000000,114114,000000,150152,191223,246262,104104,225273,000000,086095,245245
F09119,157169,193195,117131,129129,171173,120120,000000,106124,152154,211227,246262,104108,229273,215217,086095,212245
F09120,157175,183199,117129,129129,161173,116120,000000,110112,152154,191211,246260,096096,269277,207215,086104,245245
F09121,157175,193193,119119,129133,169179,112112,000000,112120,154158,207219,260260,104112,217225,211211,101101,212245
F09122,159169,193197,129131,121129,175175,116120,116116,110112,146154,207211,262270,096104,237269,000000,086095,212245
F09123,159175,193197,119125,125129,000000,120120,000000,112126,156158,223227,246266,104108,217269,205227,086101,245245
F09124,169171,193199,117127,129135,161173,116118,000000,110112,146146,219235,270270,100104,213269,201207,086095,212245
F09125,163169,197199,125129,121129,171173,120120,116116,112122,154156,227235,246260,100108,217285,205223,086095,212245
F09002F,163171,183189,119131,127129,169175,112118,116122,112114,154160,227231,246260,104104,225285,207211,101101,212245
F09070F,157173,191193,127127,125133,173173,112120,116120,112124,152156,227227,260262,096104,269269,203215,086095,212245
F09090F,157169,191197,125127,123127,173173,108120,116116,112120,152154,207227,246260,100108,213277,201205,095098,212245
F09091F,159163,193193,125131,125129,161169,116120,114118,106112,154154,199215,262270,096100,269269,207223,086086,212245
F10-001,157171,187191,117129,129133,161171,112116,116116,110112,146146,207207,262270,104112,233277,209223,086101,212245
F10-002,157175,183191,119125,131133,161171,112120,116120,114126,150156,207215,246246,096108,269281,199205,095095,212245
F10-003,157169,183193,125127,125129,173177,114120,116116,106112,154154,227235,262262,104108,269269,201227,095101,212245
F10-004,163169,193193,117131,123133,169179,112120,116120,110110,154154,207231,246246,100108,265269,213219,086095,245245
F10-005,169169,183193,117125,125129,173173,110116,114116,122126,154154,203215,246262,096096,269269,203219,101101,212245
F10-006,173175,187191,119129,127133,173179,120122,114116,110110,152154,227239,246246,096108,217285,203211,086101,245245
F10-007,157169,181183,117129,127131,161173,120120,116116,112112,154158,227231,266266,096104,217261,211223,086095,245245
F10-008,157163,193193,127129,129129,161161,106122,116118,112112,154154,227231,246246,100104,269281,211219,101104,212245
F10-009,159171,193195,125129,127131,175177,116116,116116,110112,152154,231231,246270,096096,269273,207207,086095,245245
F10-010,157157,191199,125129,129129,171175,106120,108116,120126,152152,207227,266270,096100,213273,205209,086095,245245
F10-011,157163,187191,127129,133133,161173,106120,116116,112112,154158,203207,246250,100108,269285,215215,086092,212245
F10-012,159163,191197,119125,121133,171173,116120,108116,106112,154154,199215,246262,096108,213269,211219,095104,212245
F10-013,157157,183191,123129,129129,161173,108120,114120,112124,152158,203211,246262,100116,269269,211211,101101,212245
F10-014,157169,185187,119127,121127,171173,112120,114118,112114,152152,223227,260260,096104,269269,203219,104104,245245
F10-015,159169,183183,119127,125133,173173,112120,108118,110126,146152,207211,246266,096112,229261,207207,095098,212245
F10-016,157169,191197,125129,133133,161175,114116,116120,112112,152160,215227,260262,096108,269281,203211,086095,245245
F10-017,157173,195197,119131,125143,173173,112120,114116,110112,154156,219231,260260,100104,261265,219219,101101,212245
F10-018,157157,183191,123129,129133,171177,112120,114116,112112,152154,191239,246246,100108,217273,209215,095095,245245
F10-018F,157171,183193,123129,129129,173177,112120,114116,112124,152152,227239,246246,100100,217285,215215,095095,212245
F10-020,165171,195197,127127,129133,171173,116120,114118,110120,154154,211227,262274,096112,265265,219219,095095,245245
F10-021,157163,193193,123125,123143,161179,118120,114118,124126,152154,199231,262270,096100,229269,203217,095095,212245
F10-022,157157,187197,129131,129129,175177,112120,114116,112126,154154,203227,262262,100104,265269,207211,095095,245245
F10-022F,157163,187197,127129,127129,167175,106120,116116,114126,154154,219227,246262,100104,225265,207223,095095,245245
F10-023,157159,183197,123129,129129,161177,106112,116116,110124,152160,203231,260262,096096,281281,207207,086086,212245
F10-024,157169,193205,123125,127133,175175,116124,114116,112112,152154,219227,262266,100108,225261,209223,095095,245245
F10-025,165175,193193,117129,129129,169175,106120,114120,112114,154158,207227,246250,096116,269285,219223,086086,212245
F10-026,165169,195197,119127,129133,171173,112120,114116,112120,154154,227227,270274,104112,213265,207219,086095,212245
F10-027,159169,181187,125131,125133,177179,112120,116118,114126,156156,191227,246262,108108,265273,219231,095098,212245
F10-028,157169,193197,117127,127127,161169,116120,108118,120126,152158,223227,260270,100108,265269,207211,101101,212245
F10-029,157163,193197,127129,125127,171173,112124,116116,110126,152158,219219,246266,096108,237285,207227,098101,245245
F10-030,157169,183193,117117,125133,173177,106120,114118,124126,154154,227227,262266,096096,273281,223223,095101,245245
F10-031,169169,187191,127129,129129,171179,120124,114114,112112,156156,207231,246270,108116,269285,201227,095095,212245
F10-032,163169,183201,127129,127133,167175,114114,108118,112126,154158,223227,246262,100112,221277,211211,095104,245245
F10-033,157169,197201,125127,121129,161171,106116,118118,110112,146154,223227,262266,096104,225265,205207,092095,212245
F10-034,159171,199199,117129,125133,161161,112122,116128,112126,152152,207235,246262,100116,261265,207219,095095,245245
F10-035,157163,183193,125127,121125,167171,112120,116116,112124,146154,191199,262266,096104,265269,215217,086095,245245
F10-035F,157163,183197,125127,121125,167179,120120,108116,112124,146150,199231,246266,104108,265269,215215,086095,245245
F10-036,157157,193193,119127,121123,163173,112120,108116,110112,146158,191227,246258,100112,213221,219227,086086,212245
F10-037,163169,183197,127127,125133,171177,120120,118118,112112,146154,207231,246270,104112,213265,207211,098101,245245
F10-037F,157163,183183,127129,125133,161171,114120,116118,112112,148154,207227,246246,104108,233265,207209,095098,212245
F10-038,157163,191193,127127,129133,171173,114120,116122,110112,154154,203227,262270,104120,269269,205223,095095,212245
F10-039,157169,193211,129129,127129,169173,118120,114116,112120,152152,191227,246266,096100,269281,215219,095095,212245
F10-040,157169,183193,119127,121127,167175,116118,114116,112126,156158,191215,260260,108112,269273,207223,086095,245245
F10-041,157175,193195,125129,129129,173177,112122,114118,112112,154156,191207,246246,104112,273285,219223,095095,212245
F10-042,165169,183193,117129,127133,169173,116118,116116,112112,154154,227227,246246,096104,265265,211219,095095,245245
F10-043,169169,191197,125131,125129,161173,112112,116116,110112,154156,219235,262266,100112,261281,219227,086101,212245
F10-044,163167,183199,129131,133135,169171,120122,116118,112126,154158,203211,246246,100100,269285,207223,086095,245245
F10-044F,157167,183197,127131,125133,161169,112122,108116,114126,154158,203231,246266,100100,213285,207211,086095,212245
F10-045,169171,187191,125129,125129,173173,122124,112114,110114,152154,199219,246260,100108,269269,207211,095095,212245
F10-046,159171,197197,123125,121133,161173,120120,116116,112112,154154,191211,262270,108116,225225,201219,086095,245245
F10-047,157159,191193,127129,127135,161171,120122,108122,110112,152154,219227,260270,096108,225273,219223,086095,245245
F10-048,157169,183193,119123,129133,171173,114116,116116,112112,154160,195227,258270,096108,217273,207227,086101,212245
F10-049,167175,191193,117119,127127,169171,116120,114116,112126,152154,191235,246266,096100,221225,227231,101101,245245
F10-050,167171,191197,127131,125125,161171,116122,116116,112112,152156,199227,250270,108108,265269,203205,086086,212245
F10-051,169175,183193,123127,125135,161175,116120,114120,110126,152158,223231,262266,104112,269269,205215,095098,212245
F10-052,157169,187191,127127,129129,173177,116116,116118,112120,154158,191227,246270,100104,225269,207231,095095,245245
F10-052F,169175,187193,125127,129135,175177,112116,116116,112112,152158,227227,270270,100108,269281,215231,095101,245245
F10-054,157159,193197,117127,121129,161173,106120,108116,112124,146152,227231,260260,104108,225273,215227,098101,212245
F10-055,157169,193199,119123,125129,161175,116120,114116,110112,150160,227227,260266,100104,229269,205205,092101,212245
F10-056,000000,183195,127131,129133,169173,116116,116128,106126,154158,219223,246246,096100,277285,227231,098101,245245
F10-057,163171,191207,117127,127127,173177,116122,114116,112126,152160,199215,260262,096112,269269,199207,086095,212245
F10-058,157163,193193,129129,129135,171173,116120,116122,112124,152158,191227,246246,096104,217285,215219,086101,212245
F10-059,157169,191197,127129,123125,173175,116120,114114,110126,152158,207211,250266,100104,241265,209217,086095,212245
F10-060,157159,193197,129131,109129,161173,116120,114116,110126,154158,191215,260270,104104,213269,201219,086101,245245
F10-061,169169,183187,117125,125125,171173,112112,108116,112112,152152,215219,246262,096104,221229,205207,095101,212245
F10-062,157171,183193,117117,123127,167169,112116,118118,112114,158160,207215,246270,100104,213265,207211,086098,212245
F10-063,157169,181193,123129,125129,161173,106116,108116,110112,152154,191227,246262,096096,273281,211215,086086,245245
F10-064,157169,193199,129129,129129,167173,106116,114120,110126,152154,191227,260262,108116,229265,207211,086095,212245
F10-065,157159,185195,123125,127135,171171,116120,108116,112112,152152,207207,262266,096108,269289,211223,086095,212245
F10-066,159169,187193,127131,125127,173173,120120,114114,112112,146150,227235,246260,096108,273289,203223,086095,212245
F10-067,159169,185193,117131,125125,171173,112120,116116,110112,154156,227227,246246,104116,265269,205219,095098,245245
F10-067F,157159,193201,129131,125129,161173,112120,116116,112112,150156,207227,246246,096104,229269,211223,086095,245245
F10-068,163169,183199,117127,135135,169173,112116,116118,110118,152154,223231,246260,104108,217225,205219,095098,212245
F10-069,157163,199211,125127,127133,171173,114120,118118,112114,152152,191207,246266,096104,265269,209215,092095,212245
F10-070,165169,183191,119129,127133,161167,106116,114116,110110,154160,223231,246246,100108,209265,211223,095104,212245
F10-071,157169,187195,125129,121135,173175,106112,116116,112126,154158,207227,262262,096116,269277,215219,098101,212245
F10-073,157163,197213,119125,125131,161175,106120,112114,112126,152154,223235,246258,096100,225269,209219,086095,245245
F10-073F,157159,211213,119125,125129,161175,106120,112116,112126,152154,211235,246246,096100,217225,209219,092095,212245
F10-074,171173,193197,129131,123123,171173,114120,118118,106120,152154,219231,246266,104108,225281,207223,101104,245245
F10-075,159169,193197,119125,129133,161173,106120,116118,110112,154158,219223,266270,104104,269273,211219,095101,212245
F10-076,157167,183183,119123,129129,171173,120120,116128,110112,152154,207231,266270,104104,277285,215215,086086,212245
F10-077,169169,197201,123129,121129,161169,112120,116120,110112,154154,227235,246250,104104,273285,205207,086086,212245
F10-078,157169,181197,129131,127127,169175,112120,108116,110112,146154,207235,246250,100100,241277,203207,086101,212245
F10-079,161161,195197,129131,129131,161171,106118,108116,112126,152154,223223,260262,104104,217269,207211,086086,212245
F10-080,165169,191193,117131,125127,175177,116120,116118,122126,152154,219231,246246,100104,237285,219227,086098,212245
F10-081,171171,191193,127127,129133,161177,106120,118118,110124,154154,207207,260262,100100,217285,207211,101104,212245
F10-082,159175,185195,119127,121129,175175,120122,114116,110112,152154,215219,246266,100104,225269,219223,086101,212245
F10-083,163169,195197,119127,129129,161161,120124,114120,126126,150156,199227,260262,096104,229281,207215,086095,212245
F10-084,157169,193199,127129,129129,173173,114116,108116,110112,154156,227231,262262,096096,277289,205211,086095,245245
F10-084F,157157,181199,127129,129143,173175,114120,116122,110112,154158,227231,246262,096096,213277,205223,086095,245245
F10-085,163175,193201,127127,127127,169171,116120,116118,106110,146152,227231,246260,096100,261265,203219,092101,245245
F10-085F,157163,193193,117127,127129,171173,112120,116120,106110,146154,219227,260266,096096,261269,203205,101104,245245
F10-086,155159,193199,119127,129129,161171,120122,116116,110112,154156,203227,246262,104104,229269,203205,086095,212245
F10-087,169169,183191,119127,129133,169173,110116,114118,124126,152154,223227,246246,096108,261273,209211,095095,245245
F10-087F,157169,191193,119127,129131,169169,116120,116118,124126,154158,207223,246246,096096,229261,209235,086095,212245
F10-088,000000,183187,125129,125129,171173,116120,112116,110112,152156,211231,260262,100104,217261,211227,095101,245245
F10-088F,000000,183187,117129,123125,161171,120124,112116,110124,152154,211211,246260,096104,217269,209211,086101,245245
F10-089,169175,183201,127131,129129,161169,114120,116116,112112,154154,199203,246260,104112,213269,215219,086095,212245
F10-090,163171,187197,125127,129129,161161,106120,116116,112124,146152,223227,260262,096108,277285,207211,095104,245245
F10-090F,171175,187197,125127,129129,161161,106122,116128,112112,152154,223227,246260,096100,269277,211223,095095,245245
F10-091,163171,193215,127129,125131,169171,116118,114118,110112,152156,191219,260274,104116,269285,215219,095101,212245
F10-092,157159,193193,119123,127129,167173,118120,120120,112122,150152,207219,246246,108108,229265,219227,095098,245245
F10-093,157171,187193,119123,123123,161173,120124,108118,124124,146154,227235,260260,096096,217269,203219,086095,245245
F10-094,157157,193199,123129,129131,171175,106112,114114,126126,154154,215223,260260,104112,213265,205207,092095,245245
F10-096,163175,197197,125129,127129,173175,112116,108116,112112,152158,211219,250262,100100,225273,207211,095104,245245
F10-097,157163,193193,125125,121131,171175,106114,116118,126126,146154,223223,246270,100100,269285,219219,086095,245245
F10-098,157175,193193,123125,125129,161171,120120,114116,110122,152158,199223,246270,096112,229269,211211,095101,245245
F10-099,159165,191193,117127,129129,171171,118120,116116,112122,150154,227235,262274,104104,213273,209219,095098,212245
F10-100,159171,193193,117125,125129,169173,116116,118118,112112,152154,215227,258270,096108,269285,207219,086086,212245
F10-101,157157,187193,123129,129131,161173,112116,114116,112112,154154,203227,246270,096104,269281,207219,095104,212245
F10-102,157175,195197,125129,121129,171181,120120,114118,112126,156158,207231,262262,096104,261273,199207,086086,212245
F10-103,159169,191197,123125,121129,171177,106122,114114,112124,152152,219227,262262,096104,229265,207217,086092,212245
F10-104,169175,183197,127131,121129,161173,116124,116116,112112,154154,227231,246258,100104,269285,219227,095101,245245
F10-104F,163175,183211,129131,125129,161161,116124,116116,112112,152154,227227,258262,100104,269269,219219,101101,212245
F10-105,143157,195201,125131,125129,177179,118120,114116,114126,146154,000000,260262,104112,225269,217231,086104,245245
F10-106,169169,183193,117129,121133,177177,112120,116118,112112,154154,207219,260270,096108,213269,219223,095101,245245
F10-106F,159169,183183,117119,133133,161177,118120,116118,110112,152154,207219,246260,104108,225269,207223,095101,245245
F10-107,167175,191193,131131,127129,161169,112116,108114,112112,152152,207211,246260,096104,213289,205211,086086,212245
F10-108,169175,191193,125127,129129,169171,120120,114116,112126,152158,207227,266266,096104,273277,219223,095098,212245
F10-109,157157,191197,127129,123133,161175,116120,116116,112112,152158,231231,260262,092096,269273,215227,086089,212245
F10-110,169171,197199,125127,127133,171173,106114,114116,114120,152154,231231,246266,100104,261265,211215,086086,245245
F10-111,157157,183191,123127,127129,161177,120120,114128,112124,154160,203223,246262,096104,225273,215219,095104,245245
F10-111F,157169,191197,123127,129129,161171,116120,114116,124126,154158,203235,246246,096104,273285,215231,095101,212245
