SAMPLE,EV1,EV37,GT011,GT023,GT195,GT211,GT271,GT310,GT575,GATA028,GATA053,GATA098,GATA417,GGAA520,TAA023,ZFX
F10-112,157163,183197,119129,123133,161169,112116,116116,112112,152154,219227,262270,096104,225285,219219,092095,212245
F10-113,157165,181191,127127,125129,169171,112116,116116,120122,154154,199227,246278,104104,265269,207219,086095,212245
F10-114,171173,187191,117123,129133,169173,000000,114116,112126,154160,223231,246250,096104,269269,207231,095101,245245
F10-115,157175,183199,123129,123125,167169,118122,114122,112126,146152,215219,262262,112116,261269,207215,095095,245245
F10-116,157157,193193,125129,109129,175175,112114,114116,112112,154154,227235,262266,096104,269289,217219,095098,245245
F10-116F,157169,187193,123129,109127,173175,112116,114116,112112,154156,227235,266270,096104,225269,215217,092095,245245
F10-117,169171,183201,127127,123127,161171,106116,114116,126126,146154,235235,260260,104104,273273,215215,086092,212245
F10-118,157167,193197,117127,129133,161161,106122,116126,112112,158160,227227,246262,104104,273285,209223,086104,212245
F10-119,163169,187199,127129,109129,171173,116120,116118,110122,152154,227235,246270,100116,217273,205227,095104,245245
F10-120,157163,193201,125129,127129,161173,106120,114118,112126,152152,223227,246260,100100,261273,215223,101104,245245
F10-121,159169,191193,129131,121129,173173,114120,110116,112112,156158,215227,246246,104108,221229,203227,095101,245245
F10-122,163165,197211,119127,129133,173175,106122,114116,110114,154154,191223,262262,096104,269273,201215,095098,245245
F10-122F,165171,183211,119129,127129,175175,114122,108114,114124,152154,191227,262266,096104,269277,209215,095095,245245
F10-123,157169,187191,123127,127127,161161,112120,118128,112112,154154,203227,246262,096096,265265,205223,095095,245245
F10-124,157163,193197,117119,125131,169173,112116,114116,112112,150154,191235,246270,100104,269273,211219,101104,245245
F10-125,157165,193197,127131,127129,173173,112120,114116,110126,154158,191211,246270,108120,213269,211219,086095,245245
F10-126,155169,195201,127129,123129,171173,000000,114116,112126,000000,000000,246246,096104,000000,203219,086095,212245
F10-127,169171,181199,123127,123129,171175,120120,116118,112114,146152,191227,246270,096104,225229,211215,000000,245245
F10-128,163169,187197,127129,121125,175175,116116,114116,112112,152154,191215,246270,104108,269285,205215,086095,245245
F10-129,157169,199199,119129,121129,171177,106120,114114,112112,154156,191207,260262,096100,261269,215223,101101,245245
F10-130,145169,183201,125127,127133,173175,112112,114116,112126,146154,223231,246262,108108,225273,203217,000000,212245
F10-131,163163,191191,125127,127133,161175,114116,116128,112112,152152,191231,246262,100104,261277,201207,095095,212245
F10-132,157163,193193,117127,133133,161171,106118,108108,112112,158158,223227,246262,092104,229269,211223,086095,245245
F10-133,157169,183197,125125,123125,161175,120120,108116,112112,152154,207235,246246,096116,221269,223227,095098,212245
F10-134,157157,193199,129131,129143,169175,116116,114116,112112,152154,199235,246270,096104,261277,205219,095101,245245
F10-134F,157171,191199,117131,131143,169171,116116,116116,112112,154156,199215,246246,096096,261269,205207,095101,245245
F10-135,157165,193197,127129,129133,173173,112120,114114,110126,154154,203207,246262,104112,265277,211211,092095,212245
F10-136,153157,195197,119129,129129,171173,112114,116120,112112,152154,203203,258262,096096,261269,219223,086098,212245
F10-137,157157,183197,119129,129129,173173,116120,116116,112114,154154,199211,246270,096096,225273,211217,086086,245245
F10-139,157157,197197,117125,121125,173175,112122,116116,110112,152154,219227,246278,104116,225229,203215,095101,245245
F10-140,157175,191201,125131,129129,169175,114124,116122,112112,152154,203203,260270,100104,269277,211219,095095,245245
F10-141,163165,193193,127127,129131,161171,112120,108114,112126,152158,219227,266270,100108,269269,203219,086098,245245
F10-142,157157,181195,127129,129129,171177,116116,116116,114124,156158,191211,246262,096100,273273,207219,095095,212245
F10-143,157169,193193,117131,127129,171175,112116,116116,110126,152154,223227,246258,096112,229261,211231,092098,245245
F10-145,157175,191193,123125,129129,161171,112124,108116,110110,154154,227231,260262,096112,217265,207217,104104,245245
F10-146,157175,191193,117125,127129,171171,112120,116116,112122,154154,219231,246266,096108,269269,211223,086101,245245
F10-147,157169,197197,123129,123127,173173,118120,116122,112126,152158,191211,250266,100104,265269,223227,086095,245245
F10-148,159163,187193,125131,129135,161175,112120,114116,110112,154158,191227,262270,100104,269269,207219,086098,245245
F13-001,165169,183183,117127,125129,120120,161169,116116,112126,269281,154160,199227,246250,104108,215215,086086,212245
F13-002,157171,187199,129129,129129,106120,173179,116116,106112,225269,154154,207223,246266,104104,209217,086095,245245
F13-002F,159171,187199,129129,129129,112120,169179,116118,106112,225225,146154,223223,262266,104120,209209,086095,212245
F13-004,163163,181183,129129,133133,114120,169173,116120,112112,269285,154154,219235,246246,100112,211215,092095,245245
F13-004F,157163,181181,117129,129129,116120,161169,116116,110112,261265,152154,231235,246266,100104,207211,092101,212245
F13-005,155171,193199,117119,125127,108116,173181,108128,110124,213269,152152,231231,246266,096104,000000,095095,245245
F13-005F,171173,193201,117117,127127,116120,173175,120128,112124,213217,152154,231231,246266,096096,207231,095095,245245
F13-006,159169,183193,117119,127143,120120,161173,116120,122126,225285,154156,219223,250260,096096,207217,092095,212245
F13-007,169175,191197,129131,129133,106122,171173,116118,110112,265269,152154,219231,246260,104108,201223,095098,212245
F13-008,167171,183193,127127,131135,118118,161171,120128,126126,225265,154154,199211,246246,104104,211231,095095,212245
F13-009,155163,193197,117127,127133,116120,161175,116128,112126,269277,154158,207207,258270,100112,207219,101101,245245
F13-009F,155159,183197,119127,127133,112120,161171,116128,112112,269285,154154,207227,258270,100108,207227,086101,212245
F13-010,155169,193193,127129,127129,116126,161173,114116,112126,265273,152158,191235,246266,096100,219223,086101,245245
F13-010F,155163,193193,119127,127129,106116,173175,116116,112126,209273,154158,191219,246262,096096,223227,086095,212245
F13-011,157171,193197,127127,123129,108108,171177,114118,120120,225277,146156,203223,246260,096112,201227,098098,245245
F13-011F,171171,181197,127127,123133,108108,161171,114118,112120,225277,146156,203215,000000,096104,207227,095098,212245
F13-012,163173,183201,127129,121129,106116,173175,114116,112112,265273,154156,219227,262270,112112,211223,104104,212245
F13-013,157175,191191,117131,127129,116118,171173,114114,112122,269273,152154,195223,246246,100100,207231,101104,212245
F13-014,157163,193197,117123,127143,118118,177181,114118,112112,261273,146154,203231,246246,100116,211215,086086,212245
F13-015,157169,197201,117123,121125,000000,161173,114116,112126,273277,152154,203211,260270,100104,211223,086101,245245
F13-016,157165,197197,119127,125125,120120,161169,114120,110122,229269,152152,223227,260266,100108,211215,095104,212245
F13-017,157163,199199,125127,127127,118120,161173,116122,112126,217269,146152,207227,246262,096096,223223,095095,245245
F13-017F,163169,183199,127129,129129,114118,169173,116122,110126,229269,146154,207223,246262,096104,215223,086095,212245
F13-018,157157,199211,119127,129133,112118,161173,116116,112112,229269,146152,203207,246266,100108,207207,095098,245245
F13-018F,157157,197199,119129,125129,106118,161161,116118,112122,229269,152160,207223,262266,100108,207215,095104,212245
F13-019,159169,187193,123131,129129,116116,177177,114118,112120,261285,156160,203223,262266,108112,223223,095104,245245
F13-019F,163169,187193,119131,127129,116116,173177,114118,112130,261261,158160,223231,246266,108112,209223,092104,245245
F13-020,157171,191213,117131,129129,120122,171179,118122,110124,269269,152154,223227,246260,096104,219219,086101,212245
F13-021,165167,183187,117129,127133,120122,161175,114118,110112,217285,152154,199219,260270,104108,211215,098101,212245
F13-022,161167,197197,123131,125129,118120,173175,116118,110112,273285,152152,223235,246260,096108,211211,101101,212245
F13-023,157169,187201,123125,125129,106112,161169,114118,112126,225233,152158,207227,246246,100104,205215,101104,245245
F13-023F,157169,187195,123125,125129,106112,169175,114116,112124,225233,146158,223227,246270,104104,205215,086101,245245
F13-024,000000,197199,123129,121129,112118,161171,108116,112114,229269,152154,207223,246262,104104,213223,086086,245245
F13-025,000000,197197,123129,121129,112120,171175,108116,110112,265269,154154,207239,246262,104108,203203,095104,245245
F13-026,000000,187193,119125,131133,112122,161161,116116,122126,209269,154154,191231,246270,100108,209211,086092,212245
F13-027,157171,183199,127131,133135,112116,171171,114114,106112,261269,154154,199223,262266,096112,197223,095098,212245
F13-028,000000,187197,119123,133133,120120,179179,116116,110112,217229,152154,227231,246246,100108,211217,101101,212245
F13-029,159169,193195,125129,125133,112120,161169,118118,114126,229285,154156,203219,260270,096112,211223,104104,212245
F13-030,157169,193195,127129,123129,106120,161171,116116,110112,217277,154156,207231,262266,096112,223227,086098,212245
F13-031,155157,191197,123123,121129,116118,161173,116118,112124,233281,154154,199207,258260,096104,203205,092095,212245
F13-033,159163,181187,129131,127127,112122,161177,116116,106114,265269,154154,223227,246260,096108,207215,086095,245245
F13-033F,163169,181193,127131,127131,106112,161177,116116,106126,225269,154154,223227,246260,100108,207211,095101,245245
F13-034,159169,195197,119127,125129,120120,161161,114114,120124,229273,152154,191203,260266,096112,203223,104104,212245
F13-035,157165,183193,119131,129129,112120,173175,114114,112126,209273,146152,223231,246266,096096,207207,086095,212245
F13-036,157173,187193,119129,121127,000000,173175,114122,112112,229273,154158,227231,250260,096104,207217,086095,212245
F13-037,157163,197197,119123,127131,000000,177177,116116,124126,217269,152152,227231,262262,104108,205211,095095,245245
F13-038,000000,000000,125131,129133,116118,173175,116116,112126,265273,150154,207227,246246,104112,199207,086086,245245
F13-039,000000,183193,125129,123129,106120,161171,116128,110126,229269,154160,199211,262262,100108,205219,098101,245245
F13-040,157157,195199,125131,129133,106114,161173,114116,112112,225261,154156,191203,246266,096104,207227,086101,245245
F13-041,157163,193197,117123,123127,114120,161175,112116,112112,229273,152156,203227,246266,096116,215215,101101,212245
F13-042,157163,193193,125129,129129,106112,173173,118118,126126,225273,152152,219227,246260,096100,219223,095104,245245
F13-042F,157157,193197,127129,109129,112120,161173,114118,120126,225225,152152,219219,246262,096104,219223,095104,245245
F13-043,000000,183191,123127,127141,114126,161169,116116,112126,225269,154154,215223,246260,104104,205219,086092,212245
F13-044,000000,187197,123127,109129,116122,171173,108116,112126,269273,146152,203227,246250,096100,207211,101101,212245
F13-045,157163,181183,127127,129129,106112,175175,116116,112112,269293,152158,191203,260260,104108,215215,086101,245245
F13-046,157157,183193,129131,123133,116122,169173,116116,116126,225269,146160,199215,246266,096100,219223,086101,245245
F13-047,163169,193193,117129,123125,112116,161171,114116,112112,277281,152154,211223,270270,108108,219223,101104,212245
F13-048,169175,187191,123127,129133,116116,169173,116120,110112,213265,146156,207231,250262,096100,215227,086092,212245
F13-049,000000,183201,117123,129133,116116,171177,110114,112120,213281,154154,203207,260266,096104,211215,092098,212245
F13-050,157169,183201,123129,125129,116118,173181,114118,112112,225277,152154,207215,246266,100120,217223,095095,212245
F13-051,000000,187191,119129,127129,120122,169171,116116,112112,281281,152154,223231,246270,104108,201207,095095,245245
F13-052,157169,183183,117129,127133,106112,173175,116120,112112,225265,154156,207231,260270,096112,203227,086095,212245
F13-053,157157,187191,123129,121131,106124,171173,116116,112130,273273,152152,215227,246262,100108,207219,086086,245245
F13-054,157157,187197,127131,125125,122122,169175,116116,110126,213269,154160,207227,262262,104108,203223,086095,212245
F13-055,163163,193211,129131,127133,106118,161173,114116,112112,269285,152154,223223,246270,104104,207215,086104,212245
F13-056,157175,191195,117129,129133,118120,163173,116116,112122,265277,152160,223227,246260,100108,215219,101104,212245
F13-057,000000,191193,127131,129129,106112,169171,114120,124126,265285,154158,219219,246262,100100,227227,092098,245245
F13-057F,000000,193211,127131,129129,112116,169171,120122,112126,233265,154154,219227,246262,100120,207227,092104,245245
F13-058,000000,183197,127129,127129,114116,171173,114114,112126,269273,152160,231231,246266,096108,211231,095095,245245
F13-059,157167,183195,125131,133135,112122,169175,116118,126126,269277,154158,207211,246262,096100,219223,095098,212245
F13-061,000000,000000,129129,127133,112118,171173,114120,110114,217269,146154,191231,246262,100104,201223,086104,212245
F13-062,169173,191197,125127,125133,106120,161173,116120,112120,213273,152158,223235,260266,096100,209211,086098,212245
F13-063,159163,193193,123127,125129,106120,161177,116116,112112,265269,154156,207215,246260,096104,203211,086086,245245
F13-064,157169,197199,127127,129133,116120,173175,116118,112126,261273,150154,203227,246270,096112,199211,086101,245245
F13-065,157157,185197,125129,121121,120120,171171,116116,112114,229273,158160,219219,250262,104108,205207,101101,245245
F13-066,165171,181195,125127,123131,120120,161179,114116,112114,213265,152154,227231,246258,104108,215217,095095,212245
F13-067,169175,183193,119129,127129,116122,171175,114116,112126,265273,146154,191227,246262,096104,201207,095101,245245
F13-067F,157175,193193,117119,129133,116116,175177,114116,110126,265269,146154,207227,246270,096108,201207,101101,212245
F13-068,157169,193197,117125,127129,106120,161175,116118,112112,269277,154156,231243,262262,100104,211223,095104,245245
F13-068F,157169,187193,119125,129129,106120,175179,116128,112120,273277,146154,207231,262270,100112,211223,095095,212245
F13-069,157169,197197,129129,129129,112120,161171,114122,110112,209225,152154,227231,246266,100104,207223,095095,245245
F13-070,157159,183191,125127,123133,118120,167173,106116,112126,225269,152156,223227,262262,096108,201215,101104,245245
F13-070F,000000,183197,125127,123129,118118,173173,114116,110112,225229,156158,223231,246262,096108,201223,095104,212245
F13-071,159163,183197,119129,129133,116122,179179,114116,122126,225265,152154,223227,250260,100104,201219,095104,245245
F13-072,155169,183183,119127,125129,118120,161171,116116,112126,265269,152152,219231,262262,096100,211223,095095,245245
F13-073,159173,183193,119125,123135,116120,161171,116118,112114,265273,146158,215219,246262,100100,219227,095101,212245
F13-074,163167,197201,131131,129131,106120,173175,114116,112124,261265,152152,211231,246266,104108,201211,095101,245245
F13-075,169171,193197,129129,121123,116120,161173,116118,112112,265269,154160,207231,266270,096104,207207,098098,245245
F13-076,163171,183193,117123,129131,118120,161173,116118,106126,217269,154154,223227,246246,096108,215215,095095,212245
F13-077,163163,193193,125129,125127,106120,161169,114118,110126,221265,146154,215227,246270,104108,211215,086092,212245
F13-078,163171,189213,123123,123125,116120,171173,116120,112122,261277,150160,191227,246262,100112,215219,086104,212245
F13-079,157163,199211,123127,127133,106122,171177,116120,112112,265265,152154,215239,246266,100108,203205,095101,212245
F13-080,000000,183187,125127,125133,116120,167177,116118,112124,269293,154158,191215,260260,104104,209231,086095,212245
F13-081,163171,187191,117131,125127,106116,173173,116116,112112,261277,152154,207231,262266,100108,211215,095095,245245
F13-082,157159,199199,117129,125133,106112,173177,114114,112126,269277,154158,207223,246262,100104,205215,086092,245245
F13-083,159169,193201,127129,109125,116118,169171,112118,110112,217277,152152,191207,246262,096104,211227,092104,245245
F13-085,163169,193201,127127,127133,106120,169173,116116,112112,225273,154156,211215,246260,104104,211215,095095,212245
F13-086,157157,183197,119129,129135,106118,161171,116116,112112,225273,154160,207223,246260,096108,207211,101101,212245
F14-001,157173,181197,127131,125143,161171,114120,116116,112112,146148,207223,246262,104108,261265,201215,086086,245245
F14-002,173175,183191,000000,125129,171171,116118,116120,112126,154156,227235,246246,104108,273289,207211,095098,212245
F14-003,157159,193197,129131,129129,161179,112116,116116,000000,152152,223227,246260,100100,225269,215219,095101,212245
F14-004,000000,181199,123129,121135,173177,106116,114114,110122,154158,211227,246260,100108,265273,207207,098104,245245
F14-004F,145157,187199,119123,127135,177177,116120,114116,110112,152158,211227,246266,104108,213265,207215,086098,245245
F14-005,157157,187193,123129,125131,171173,112112,116118,112112,146154,223223,262270,096100,225273,205207,086098,245245
F14-005F,157157,187191,129131,125133,171173,112116,116118,112126,146154,211223,262262,096096,225225,207215,086098,212245
F14-006,171175,191191,000000,129129,177177,106112,116116,112114,152152,227231,246260,096100,225277,199205,101104,245245
F14-006F,169171,000000,117129,129129,177179,106120,116120,112112,152158,207227,260266,096104,269277,205231,098101,212245
F14-007,157169,195197,119119,123127,161175,116120,114114,110112,146152,199203,000000,096100,269285,207223,095104,212245
F14-008,000000,193201,000000,125133,161173,116116,116118,112112,158160,215223,246270,096108,281293,207227,086101,212245
F14-009,173175,189193,117119,125133,161177,120120,116118,124126,152154,203231,246250,096096,225277,207219,086095,212245
F14-010,157157,189199,000000,129133,161173,118120,114116,124126,152156,203211,246246,096108,277277,219223,086095,212245
F14-011,000000,181193,123129,133133,173173,120120,116118,112112,154154,223235,246246,100112,269269,211217,095101,245245
F14-011F,143157,181197,123125,129133,173179,120120,108116,110112,152154,211223,246262,096100,265269,209217,000000,212245
F14-012,157169,193195,125131,129133,161173,114120,114116,112126,152156,203207,246260,096104,225269,207227,086095,212245
F14-013,159171,191213,125127,131133,000000,118120,114128,110112,152152,199207,246260,096100,269273,207215,086095,245245
F14-013F,159169,191197,127129,125131,169177,120120,114116,112112,152154,207231,246250,100108,269273,207211,095098,212245
F14-015,157173,183197,123129,121121,161173,112114,108114,112126,152158,215223,260262,108116,229285,207211,086095,245245
F14-016,157157,197199,123129,129133,169173,106118,116116,126126,154154,199227,262270,096096,269285,203207,095101,212245
F14-017,159159,183199,117131,123143,171173,106106,116116,112122,152160,211235,260266,096100,265269,211227,086101,212245
F14-018,157163,181197,123129,121129,161171,114116,116128,112126,152154,215235,246260,100104,261281,211211,092101,245245
F14-018F,157157,181193,119129,125129,171175,116120,114116,112112,152152,215223,246260,100100,261269,205211,101104,212245
F14-019,157157,183193,000000,125129,161175,116116,116118,112126,158160,215227,270270,096104,213229,201219,086095,212245
F14-020,157175,197197,123131,129129,175179,118120,110116,110116,154158,219231,246246,100100,269277,207211,086092,212245
F14-021,167171,183213,125131,123135,173175,106112,116116,112112,146158,203203,246260,104104,273277,201215,095098,212245
F14-022,157163,197199,125129,127129,171173,106116,116116,126126,152152,223227,246262,096104,281285,203211,086095,245245
F14-023,163171,197199,127131,129131,173177,112114,114116,110112,152154,223223,246260,096104,221225,205211,086095,212245
F14-024,163169,197199,119131,123131,161171,106116,116116,112126,152154,207227,246262,096104,225229,207223,086086,212245
F14-025,169169,187193,117125,129129,169173,116120,116116,110126,152156,223227,246266,096120,265273,207223,000000,245245
F14-025F,169173,187193,125129,129133,173175,116120,116116,110112,152156,223223,246266,096100,265269,219223,095104,245245
F14-026,157163,191197,125131,129129,169175,120120,114116,112126,152156,191219,246262,104104,209285,205207,098104,212245
F14-027,169175,197215,119129,125133,177177,118120,114116,114126,154160,223223,266270,096108,225297,211211,098104,212245
F14-028,157157,181199,125127,129133,161161,120122,114116,112112,152152,191227,246250,100104,229261,207217,095095,245245
F14-028F1,157157,193199,125127,125133,161161,116120,116118,110112,146152,191199,246266,100104,229269,207217,095095,212245
F14-028F2,157157,193199,125125,129133,161161,116122,114122,110112,146152,191199,246246,104108,261281,207217,095095,212245
F14-029,157169,191201,125125,129133,161175,112116,120122,110126,152154,223223,246266,104108,217269,211215,092095,245245
F14-029F,157157,191193,125129,129129,175179,112112,114120,110112,150154,223227,246270,100108,217269,209215,086095,212245
F14-031,157169,197201,117129,125131,173175,116120,114116,112122,146156,191231,246246,104108,269277,205215,092095,245245
F14-031F,157173,197197,117129,125127,173173,116116,114116,112114,146152,207231,246246,096104,229269,205215,095095,245245
F14-032,157165,183193,129129,127129,171173,106116,108116,106120,154158,219227,246246,104104,269269,205215,098101,245245
F14-032F,157159,183197,129131,125129,171177,116126,116118,106110,154154,203227,246260,096104,265269,207215,101104,245245
F14-033,169171,183185,125131,129135,169173,118120,114118,110126,152156,199227,262270,104112,225277,199227,101104,245245
F14-034,157161,183183,117127,125129,171175,112116,116120,110124,152154,223227,262262,096100,217225,211227,098104,245245
F14-034F,159161,183197,117127,125125,171173,112124,114120,124124,152154,207227,262266,096104,225281,219227,095098,245245
F14-035,163169,191197,123131,127135,161171,106120,114114,112126,152154,215227,000000,096112,225269,205215,086086,212245
F14-036,000000,197199,127129,129129,171175,106112,116118,110126,152154,227235,246262,096104,261269,211223,086092,245245
F14-037,169169,181187,117119,127129,171177,112118,116118,110112,152152,203207,246262,100104,225269,219223,086098,245245
F14-038,157175,199201,117125,125129,175175,120122,108116,112114,154154,223227,246262,104108,229269,211211,086095,212245
F14-039,157171,193195,127131,129133,161171,114116,116116,110112,154154,203227,246260,096096,217225,207223,086101,212245
F14-040,157169,193193,119125,127133,169175,116122,116116,110126,152154,223227,246246,104108,213213,205209,086095,212245
F14-041,157175,197199,127129,123125,161161,120120,116118,112126,154158,223235,266270,100108,213269,205211,095095,212245
F14-042,159169,193193,127127,129143,173175,116120,116118,112112,154154,191195,246262,100104,269269,205223,095095,212245
F14-043,163169,191193,127129,129131,171173,112122,108116,110112,152154,191223,246258,104104,221269,211213,095095,212245
F14-044,145169,193197,117119,125133,167171,116116,116116,112126,152152,227231,260270,100108,217225,199211,000000,212245
F14-045,157163,191211,119125,109129,161171,112120,114118,112114,152154,227231,266270,096104,269269,215215,092101,212245
F14-046,157173,000000,117123,109121,173173,106118,116116,112112,154158,191231,246274,100116,213265,219223,095095,212245
F14-047,157175,187191,119127,127129,161171,116116,108116,112114,152154,207211,246246,104108,273289,203223,086101,245245
F14-048,159163,000000,117123,133133,161167,120122,114118,110114,152154,207215,246270,096108,265265,223223,101101,245245
F14-048F,163163,195199,117129,133133,161171,120120,108118,112114,152154,207215,266270,104108,261265,207223,098101,245245
F14-049,157157,191193,127127,129129,171173,106120,116116,112122,152156,191219,246262,096100,213257,211211,095098,245245
F14-050,157167,193193,117129,129133,169171,112116,118120,112120,158158,219227,000000,100104,225261,205215,095101,212245
F14-051,169169,187191,127129,127127,167175,116120,114122,000000,152158,227227,262262,108112,265269,207219,095095,212245
F14-052,165171,187195,127127,129133,171177,114120,108122,112112,152156,207223,246250,100104,225269,219219,000000,212245
F14-053,169173,187187,117129,129129,169171,106116,116118,112126,152160,223231,246262,096100,213265,217223,095095,212245
F14-054,155171,193197,127129,125129,161175,118124,116116,112126,152152,223231,246270,096120,213269,207215,086098,212245
F14-055,163167,181197,125127,000000,161161,120120,114116,126126,154156,215227,246262,104116,285285,201207,086086,245245
F14-055F,163163,181197,117127,125125,161161,106120,116128,126126,152156,215235,246270,096104,265285,201215,086086,212245
F14-056,157163,195215,127131,129129,171171,106120,116116,112112,152158,227227,000000,100100,213281,205219,086095,212245
F14-057,163171,183193,125125,123127,175175,118122,114118,112112,146154,207235,246266,100108,233237,215219,000000,212245
F14-058,157169,185199,127127,125129,171173,114118,114116,110112,152158,219227,000000,096108,221229,203205,095104,212245
F14-059,159169,191197,127129,129135,161171,118120,114116,112122,154154,207207,260266,104108,229269,203215,086095,212245
F14-060,157169,193197,000000,127133,171173,112118,108118,112112,152154,215227,258270,104108,221269,215223,095095,245245
F14-060F,157175,183197,000000,131133,161171,118120,116118,106112,152160,215227,246270,108112,261269,215227,086095,212245
F14-061,157157,183193,123125,125125,171173,106112,114116,112112,146154,199207,246270,096108,233273,209219,086098,212245
F14-062,157161,193197,119131,129129,161169,118120,114122,110112,152154,191215,246250,100108,269277,219219,095098,212245
F14-063,163169,183193,117125,121129,173173,118120,116116,106126,146146,227235,250260,096108,277281,211211,095101,212245
F14-064,000000,181193,000000,129129,173177,116120,108116,112126,152154,191227,266270,104108,269269,207217,095098,212245
F14-065,157157,197197,117129,121127,161161,112120,114116,110112,152152,211215,262266,108112,269269,211223,086092,212245
F14-066,157169,193197,119127,129131,171173,106120,114122,110126,152154,207207,000000,104108,269273,219219,086098,212245
F14-067,157171,193213,000000,121129,161179,118124,114128,112126,152152,227227,246266,096096,225281,215223,095104,245245
F14-067F,157173,191193,125129,121129,161173,112124,114116,112126,152154,191227,262266,096104,229281,223223,000000,245245
F14-068,163169,183183,119129,129129,161161,116120,108114,110120,152158,203231,000000,104112,261269,211219,086095,212245
F14-069,163169,181199,125127,125129,161161,110116,114116,112112,146154,223231,246266,100108,217269,201223,086098,212245
F14-070,163169,183191,125127,127129,167173,116122,116116,112112,152158,231235,246246,104108,269273,209219,095101,245245
F14-070F,157169,191191,125125,127133,173173,120122,116116,112112,152152,231231,246246,104108,269269,219219,095095,245245
F14-071,157157,197215,127129,125129,161169,116116,114116,110120,152154,191211,262270,108112,269277,211219,000000,212245
F14-072,157163,189191,117129,123143,161175,116120,108116,110126,146154,211239,246266,100112,273285,219219,086095,212245
F14-073,157169,187197,117127,109121,161175,114118,108108,110112,146152,227231,246260,100100,265285,209215,000000,245245
F14-074,157169,191197,129129,121129,171177,120120,114114,106114,152154,207215,246246,096104,273273,205215,095101,212245
F14-075,157157,193213,117131,125125,161175,112116,114116,110112,150152,203223,246266,096104,269277,207215,098104,245245
F14-075F,145157,193197,117119,125129,173175,106112,108116,112126,152160,203231,246266,096104,225277,209215,095098,245245
F14-076,157163,181191,117129,129129,161171,112120,116120,112112,150154,191227,246260,096108,225265,205219,092101,245245
F14-077,157171,199211,000000,109129,171171,120120,114118,114124,152158,223227,246266,104104,225269,215219,092101,245245
F14-078,157159,187193,123129,127129,161171,120122,116120,112120,154160,223231,246262,096104,217225,205223,086095,212245
F14-079,157157,183193,117129,125129,161173,120120,116116,112112,154158,223231,262270,104116,213285,205219,095095,212245
F14-080,169169,183197,125129,127127,161173,114116,114118,112114,152154,211227,246266,092100,265273,199205,000000,212245
F14-081,165169,193197,117127,123125,161171,114124,114116,110112,146154,195223,246246,100108,273281,215227,086095,245245
F14-082,169169,197199,127131,127135,175175,116116,120128,112112,152158,191227,262266,100108,261265,199219,086095,212245
F14-083,165171,181187,125127,125127,169177,112116,116116,112120,146154,199211,246246,100104,237269,219223,086095,212245
F14-084,157157,183183,117125,129129,161179,120120,116120,112112,150154,199227,246262,104104,225285,205231,086104,245245
F14-085,157159,183191,123123,127129,161169,106124,114114,112120,152154,191227,246246,096100,221265,201205,086098,212245
F14-086,157169,000000,129131,121143,161171,106118,116116,112112,152154,223227,262262,108116,269281,207219,095095,245245
F14-086F,157169,195211,129131,129143,161161,118120,116118,112112,152154,227231,000000,096108,281281,207211,095095,245245
F14-087,157163,191197,117125,121129,161171,106116,116122,112122,152154,223227,260266,104104,233269,207215,101101,245245
F14-087F1,163171,183191,117123,129129,161175,112116,120122,112122,152154,219227,260270,096104,269269,207211,095101,245245
F14-087F2,157173,183197,123125,121125,171175,106112,116122,112122,154154,219223,246260,100104,233273,207211,095101,212245
F14-088,157163,193199,129129,129131,173173,116120,114116,112112,152156,203239,246262,100100,261269,207211,095095,245245
F14-088F,157163,193199,119129,121131,173173,116120,116116,110112,146152,231239,246262,096100,261265,209211,095098,245245
F14-089,157157,191199,129131,129129,161169,114120,112122,106112,152152,227227,000000,108116,269273,205205,095101,245245
F14-090,157163,193193,127129,129129,169171,116120,116118,110112,152154,191227,246246,096108,217225,207211,000000,245245
F14-090F,157157,193197,129129,129129,171179,120120,116118,112112,152154,223227,246246,096108,225269,211213,095095,212245
F14-091,165171,183187,127131,121121,177181,106122,116122,112112,152152,191207,266270,096104,233273,203209,086095,212245
F14-092,157171,181199,125131,121125,171173,108122,114116,112126,152156,227235,000000,096116,225225,207219,098101,212245
F14-093,169171,191197,127129,125129,169177,116124,116118,110126,152160,231235,246260,104108,285289,211217,086095,212245
F14-094,157163,195199,125129,125129,173173,116118,108116,112126,152154,227231,258260,096104,265277,219219,095101,212245
F14-095,159169,193197,119127,125129,161161,120120,118118,112112,154160,215231,246262,100112,269277,203217,086095,212245
F14-096,163169,179191,129129,133133,173177,106120,114116,110110,152156,203207,262270,108112,229277,211223,095101,245245
F14-096F,169171,191201,129131,123133,173177,106122,114122,110112,152156,203215,266270,104112,229265,219223,095095,245245
F14-097,157157,181197,127129,133133,171171,120122,116118,112112,154154,203223,250266,100104,229269,207215,086104,212245
F14-098,163163,197197,127127,125125,171173,116120,116120,110112,158158,219231,246270,100104,265277,211223,092095,245245
F14-098F,157163,187197,125127,125131,171173,116120,114120,110124,152158,219223,246258,104108,269277,207211,092092,212245
F14-099,165175,197201,119129,123129,175181,116120,114118,112112,152154,219227,246250,100116,225265,207219,086095,245245
F14-100,163169,193201,117125,125129,161177,112116,114116,112126,146152,207227,246260,108108,217265,215215,086101,212245
F14-101,159169,187201,119131,123129,171173,116120,116120,110110,154154,219227,246260,100104,265273,211211,086095,212245
